area_fips,own_code,industry_code,agglvl_code,size_code,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg,Geographic Area Name (NAME),2017 NAICS Code (NAICS),Meaning of NAICS Code (NAICS_LABEL),Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL),Year (YEAR),Number of firms (FIRM),Number of establishments (ESTAB),Number of employees (EMP),(DHS) denominator (DENOM),Number of establishments born during the last 12 months (ESTABS_ENTRY),Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE),Number of establishments exited during the last 12 months (ESTABS_EXIT),Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE),Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION),Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS),Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS),Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS),Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE),Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION),Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS),Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS),Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS),Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE),Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION),Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE),Rate of reallocation during the last 12 months (REALLOCATION_RATE),Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS),Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS),Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP),area_title
C3974,5.0,62,44.0,0.0,,1225.0,26941.0,1706632489.0,164281751.0,4659233.0,1218.0,63348.0,,0.85,1.19,1.53,0.99,0.97,1.28,1.28,,-34.0,-2.7,-910.0,-3.3,64469337.0,3.9,3917480.0,2.4,-9645.0,-0.2,84.0,7.4,4385.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3982,5.0,62,44.0,0.0,,3311.0,13636.0,733923810.0,93319563.0,3140129.0,1035.0,53824.0,,2.62,1.5,1.76,1.85,1.83,1.17,1.17,,18.0,0.5,-182.0,-1.3,31738329.0,4.5,1095903.0,1.2,-267673.0,-7.9,58.0,5.9,3009.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3990,5.0,62,44.0,0.0,,1382.0,25104.0,1608367240.0,570002234.0,8298693.0,1232.0,64069.0,,0.53,0.75,0.88,0.83,0.81,1.17,1.17,N,34.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4006,5.0,62,44.0,0.0,,8405.0,81923.0,4740706589.0,639769572.0,6652837.0,1113.0,57868.0,,1.22,0.95,1.03,1.2,1.07,1.08,1.08,,351.0,4.4,-181.0,-0.2,227172407.0,5.0,-66153530.0,-9.4,1563679.0,30.7,56.0,5.3,2894.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4014,5.0,62,44.0,0.0,,64188.0,221259.0,11707435520.0,1550655026.0,47692311.0,1018.0,52913.0,,2.78,1.03,1.16,1.22,1.21,1.13,1.13,,1763.0,2.8,4184.0,1.9,715626138.0,6.5,61818668.0,4.2,-1330906.0,-2.7,44.0,4.5,2277.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4022,5.0,62,44.0,0.0,,1780.0,23683.0,1443892516.0,141415854.0,1495862.0,1172.0,60966.0,,1.12,1.18,1.64,1.2,1.08,1.39,1.39,,76.0,4.5,-58.0,-0.2,107436941.0,8.0,6519972.0,4.8,543506.0,57.1,89.0,8.2,4672.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4034,5.0,62,44.0,0.0,,805.0,49595.0,4286050008.0,191964758.0,1222365.0,1662.0,86422.0,,0.88,3.05,4.59,1.08,0.7,1.5,1.5,,39.0,5.1,1234.0,2.6,284798843.0,7.1,616202.0,0.3,128530.0,11.8,71.0,4.5,3685.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4038,5.0,62,44.0,0.0,,2429.0,80993.0,4195798844.0,362113810.0,11643196.0,996.0,51804.0,,0.55,1.24,1.28,0.77,0.77,1.04,1.04,,-17.0,-0.7,-63.0,-0.1,209876465.0,5.3,6860634.0,1.9,5314028.0,84.0,50.0,5.3,2629.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4042,5.0,62,44.0,0.0,,553.0,22080.0,1436390944.0,145101226.0,2242370.0,1251.0,65055.0,,0.49,1.21,1.73,0.91,0.71,1.43,1.43,,8.0,1.5,-371.0,-1.7,75518632.0,5.5,10125166.0,7.5,116436.0,5.5,85.0,7.3,4440.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4058,5.0,62,44.0,0.0,N,335.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.64,0.0,0.0,0.0,0.0,0.0,0.0,N,11.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4066,5.0,62,44.0,0.0,,304.0,8244.0,471338144.0,90446055.0,485498.0,1099.0,57171.0,,0.84,1.53,2.12,2.25,1.07,1.38,1.38,,1.0,0.3,-260.0,-3.1,21113803.0,4.7,31279.0,0.0,-10442.0,-2.1,81.0,8.0,4225.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4090,5.0,62,44.0,0.0,,37951.0,150428.0,10134587846.0,949139768.0,29371455.0,1296.0,67372.0,,2.51,1.08,1.22,1.34,1.29,1.12,1.12,,733.0,2.0,3657.0,2.5,742220538.0,7.9,52313987.0,5.8,-350455.0,-1.2,65.0,5.3,3379.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4098,5.0,62,44.0,0.0,,536.0,14653.0,875682037.0,75701682.0,1566707.0,1149.0,59762.0,,0.81,1.37,1.8,1.1,0.9,1.31,1.31,,7.0,1.3,-55.0,-0.4,45950601.0,5.5,2796306.0,3.8,47784.0,3.1,64.0,5.9,3346.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4106,5.0,62,44.0,0.0,,628.0,17332.0,1027075852.0,187200836.0,894882.0,1140.0,59260.0,,0.7,1.26,1.59,0.82,0.39,1.26,1.26,,12.0,1.9,-271.0,-1.5,33517142.0,3.4,10880086.0,6.2,85367.0,10.5,55.0,5.1,2819.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4110,5.0,62,44.0,0.0,,827.0,12027.0,592304402.0,207601115.0,777395.0,947.0,49247.0,,0.7,1.14,1.55,1.12,1.04,1.35,1.35,,54.0,7.0,313.0,2.7,36494564.0,6.6,20584428.0,11.0,305945.0,64.9,35.0,3.8,1799.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4114,5.0,62,44.0,0.0,N,839.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1.49,0.0,0.0,0.0,0.0,0.0,0.0,N,68.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4118,5.0,62,44.0,0.0,,27180.0,206693.0,11476201737.0,1432053998.0,15864211.0,1068.0,55523.0,,1.82,1.17,1.23,1.01,1.04,1.05,1.05,,-27.0,-0.1,917.0,0.4,593479454.0,5.5,20363312.0,1.4,362615.0,2.3,51.0,5.0,2637.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4142,5.0,62,44.0,0.0,,2693.0,26768.0,1531236679.0,498855545.0,11268147.0,1100.0,57205.0,,1.14,1.09,1.33,1.15,1.38,1.22,1.22,,95.0,3.7,187.0,0.7,120782162.0,8.6,40967401.0,8.9,4287558.0,61.4,80.0,7.8,4143.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4150,5.0,62,44.0,0.0,,5410.0,17501.0,1077828917.0,114725529.0,3791180.0,1184.0,61586.0,,2.28,0.67,0.87,0.68,0.58,1.3,1.3,,87.0,1.6,280.0,1.6,118665755.0,12.4,5204364.0,4.8,-67434.0,-1.7,113.0,10.6,5889.0,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4154,5.0,62,44.0,0.0,,1517.0,24666.0,1465313235.0,193006624.0,5216795.0,1142.0,59406.0,,0.68,1.13,1.63,1.01,0.99,1.44,1.44,,-20.0,-1.3,129.0,0.5,83544711.0,6.0,5978333.0,3.2,2591919.0,98.7,59.0,5.4,3092.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4162,5.0,62,44.0,0.0,,5252.0,70573.0,3859052108.0,1494575799.0,5894068.0,1052.0,54682.0,,0.56,0.67,0.65,0.67,0.58,0.97,0.97,,319.0,6.5,2580.0,3.8,287701181.0,8.1,163286991.0,12.3,2194593.0,59.3,42.0,4.2,2156.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4166,5.0,62,44.0,0.0,,237.0,6895.0,425011988.0,34553157.0,465422.0,1185.0,61641.0,,0.46,1.06,1.57,0.92,0.99,1.49,1.49,N,-8.0,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4170,5.0,62,44.0,0.0,,10019.0,138137.0,7396168119.0,1432712342.0,22169868.0,1030.0,53542.0,,1.07,0.98,1.07,1.46,1.47,1.09,1.09,,-577.0,-5.4,-226.0,-0.2,593598888.0,8.7,56207881.0,4.1,5363394.0,31.9,85.0,9.0,4377.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4174,5.0,62,44.0,0.0,,35440.0,184480.0,11042458930.0,1186419534.0,37074987.0,1151.0,59857.0,,1.8,0.94,0.86,1.07,1.06,0.92,0.92,,1073.0,3.1,6510.0,3.7,990594143.0,9.9,68866122.0,6.2,-186177.0,-0.5,65.0,6.0,3376.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4186,5.0,62,44.0,0.0,,77263.0,308835.0,23962260073.0,2110014499.0,64155744.0,1492.0,77589.0,,2.29,0.97,0.66,1.08,1.05,0.68,0.68,,1591.0,2.1,13138.0,4.4,3185662138.0,15.3,139640701.0,7.1,685563.0,1.1,141.0,10.4,7326.0,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4190,5.0,62,44.0,0.0,N,282.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1.22,0.0,0.0,0.0,0.0,0.0,0.0,N,8.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4194,5.0,62,44.0,0.0,,29462.0,131534.0,10386858974.0,801319517.0,23197406.0,1519.0,78967.0,,2.3,0.88,0.44,0.83,0.77,0.5,0.5,,782.0,2.7,5001.0,4.0,853447035.0,9.0,39148639.0,5.1,-134650.0,-0.6,70.0,4.8,3624.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4198,5.0,62,44.0,0.0,,4867.0,57693.0,1656216192.0,365158578.0,9854404.0,552.0,28707.0,,0.91,0.67,0.68,0.9,0.99,1.02,1.03,,74.0,1.5,2014.0,3.6,113004085.0,7.3,27057777.0,8.0,1025125.0,11.6,19.0,3.6,991.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4202,5.0,62,44.0,0.0,,2447.0,14589.0,812459718.0,111964862.0,3490438.0,1071.0,55692.0,,1.38,0.92,1.05,1.24,1.35,1.14,1.14,,82.0,3.5,470.0,3.3,63989266.0,8.5,8430901.0,8.1,63876.0,1.9,52.0,5.1,2680.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4210,5.0,62,44.0,0.0,,2985.0,15052.0,991209238.0,96283032.0,3058750.0,1266.0,65851.0,,1.86,1.09,1.35,1.2,1.18,1.23,1.23,,21.0,0.7,162.0,1.1,64516444.0,7.0,4134232.0,4.5,-101866.0,-3.2,69.0,5.8,3617.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4214,5.0,62,44.0,0.0,,778.0,8196.0,462295793.0,139102071.0,936449.0,1085.0,56402.0,,0.74,1.02,1.27,1.29,1.39,1.24,1.24,,-4.0,-0.5,256.0,3.2,31053477.0,7.2,13356848.0,10.6,181357.0,24.0,41.0,3.9,2091.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4220,5.0,62,44.0,0.0,,4388.0,25679.0,1640959959.0,137373582.0,4094870.0,1229.0,63902.0,,1.65,0.89,1.05,0.79,0.74,1.19,1.19,,143.0,3.4,806.0,3.2,125779980.0,8.3,9747453.0,7.6,-175218.0,-4.1,58.0,5.0,2985.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4222,5.0,62,44.0,0.0,,6256.0,31178.0,2151701590.0,191993772.0,5975087.0,1327.0,69013.0,,1.88,1.14,1.34,1.17,1.19,1.18,1.18,,-60.0,-0.9,-301.0,-1.0,108802572.0,5.3,2984110.0,1.6,-345380.0,-5.5,79.0,6.3,4116.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4234,5.0,62,44.0,0.0,N,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.59,0.0,0.0,0.0,0.0,0.0,0.0,N,23.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4254,5.0,62,44.0,0.0,,2119.0,40879.0,2223987473.0,311962474.0,8683674.0,1046.0,54404.0,,0.94,1.24,1.55,1.3,1.15,1.25,1.25,N,-6.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4266,5.0,62,44.0,0.0,,34217.0,239491.0,15495585053.0,5425527917.0,39944485.0,1244.0,64702.0,,1.42,0.88,0.66,0.67,0.56,0.75,0.75,,-3181.0,-8.5,4671.0,2.0,1198362666.0,8.4,559938743.0,11.5,13876320.0,53.2,73.0,6.2,3816.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4268,5.0,62,44.0,0.0,,637.0,9694.0,555034995.0,59108071.0,377489.0,1101.0,57257.0,,0.7,1.33,1.74,1.39,1.32,1.3,1.3,,7.0,1.1,33.0,0.3,41153152.0,8.0,-1401674.0,-2.3,84272.0,28.7,78.0,7.6,4063.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4270,5.0,62,44.0,0.0,,335.0,5741.0,308511125.0,36150908.0,328919.0,1033.0,53737.0,,0.83,1.55,2.39,1.88,2.77,1.54,1.54,,7.0,2.1,54.0,0.9,27959726.0,10.0,2228872.0,6.6,91943.0,38.8,84.0,8.9,4406.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4310,5.0,62,44.0,0.0,,443.0,6915.0,497360105.0,55343144.0,654154.0,1383.0,71925.0,,0.94,0.85,1.29,0.7,0.99,1.51,1.51,,29.0,7.0,-21.0,-0.3,25310816.0,5.4,-835989.0,-1.5,-113259.0,-14.8,74.0,5.7,3871.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4330,5.0,62,44.0,0.0,,618.0,10499.0,574107362.0,113783042.0,1544743.0,1052.0,54684.0,,1.18,1.58,1.98,2.45,2.54,1.26,1.26,,-21.0,-3.3,64.0,0.6,28677935.0,5.3,2697297.0,2.4,335137.0,27.7,47.0,4.7,2415.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4334,5.0,62,44.0,0.0,,1363.0,29739.0,1670319225.0,172799244.0,1900522.0,1080.0,56166.0,,0.67,1.3,1.72,1.35,1.34,1.32,1.32,,43.0,3.3,103.0,0.3,99502257.0,6.3,4768054.0,2.8,16448.0,0.9,61.0,6.0,3162.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4342,5.0,62,44.0,0.0,,314.0,3742.0,202018252.0,27379062.0,427933.0,1038.0,53982.0,,0.81,0.79,0.95,1.22,0.95,1.2,1.2,,-11.0,-3.4,-165.0,-4.2,1954924.0,1.0,-450882.0,-1.6,95199.0,28.6,53.0,5.4,2770.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4358,5.0,62,44.0,0.0,,724.0,10539.0,554707716.0,159791329.0,1293280.0,1012.0,52634.0,,0.79,0.89,1.05,0.9,0.77,1.17,1.18,N,13.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4362,5.0,62,44.0,0.0,N,816.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.44,0.0,0.0,0.0,0.0,0.0,0.0,N,41.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4378,5.0,62,44.0,0.0,N,703.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.63,0.0,0.0,0.0,0.0,0.0,0.0,N,18.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4390,5.0,62,44.0,0.0,N,724.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.58,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4406,5.0,62,44.0,0.0,N,5689.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1.72,0.0,0.0,0.0,0.0,0.0,0.0,N,-430.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4410,5.0,62,44.0,0.0,N,413.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.5,0.0,0.0,0.0,0.0,0.0,0.0,N,10.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4414,5.0,62,44.0,0.0,,11845.0,63041.0,3129250243.0,535595272.0,14614978.0,955.0,49638.0,,2.93,1.73,1.79,1.23,1.57,1.03,1.03,,577.0,5.1,2096.0,3.4,154817303.0,5.2,20426462.0,4.0,61967.0,0.4,16.0,1.7,833.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4418,5.0,62,44.0,0.0,,2864.0,36958.0,2056572986.0,184793504.0,1892391.0,1070.0,55646.0,,1.25,1.3,1.73,0.85,1.07,1.34,1.34,N,238.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4422,5.0,62,44.0,0.0,,335.0,6852.0,335986801.0,62104006.0,2093794.0,943.0,49032.0,,0.8,1.09,1.31,1.33,2.12,1.2,1.2,,10.0,3.1,-57.0,-0.8,11388336.0,3.5,-716674.0,-1.1,1143907.0,120.4,40.0,4.4,2051.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4430,5.0,62,44.0,0.0,,524.0,8501.0,531409484.0,58592963.0,1497242.0,1202.0,62514.0,,0.88,0.96,1.2,1.3,1.15,1.25,1.26,,-4.0,-0.8,-244.0,-2.8,16728895.0,3.3,-771473.0,-1.3,-74246.0,-4.7,70.0,6.2,3657.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4442,5.0,62,44.0,0.0,N,807.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1.35,0.0,0.0,0.0,0.0,0.0,0.0,N,36.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4470,5.0,62,44.0,0.0,,6808.0,32045.0,1883908664.0,204426787.0,6334313.0,1131.0,58790.0,,2.14,0.88,1.07,0.93,0.86,1.22,1.22,,156.0,2.3,604.0,1.9,131083568.0,7.5,11127098.0,5.8,27870.0,0.4,59.0,5.5,3040.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4494,5.0,62,44.0,0.0,,395.0,5242.0,252603246.0,52425133.0,556222.0,927.0,48185.0,,1.11,1.05,1.31,1.17,1.54,1.25,1.25,,2.0,0.5,-199.0,-3.7,2227891.0,0.9,3757530.0,7.7,96294.0,20.9,42.0,4.7,2171.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4506,5.0,62,44.0,0.0,N,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.57,0.0,0.0,0.0,0.0,0.0,0.0,N,-33.0,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4522,5.0,62,44.0,0.0,N,1264.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.67,0.0,0.0,0.0,0.0,0.0,0.0,N,34.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4530,5.0,62,44.0,0.0,,11927.0,186758.0,11362608973.0,1268194746.0,9083039.0,1170.0,60841.0,,0.69,1.02,1.2,1.16,1.26,1.17,1.18,,692.0,6.2,3567.0,1.9,964845662.0,9.3,87654740.0,7.4,2542663.0,38.9,78.0,7.1,4082.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4546,5.0,62,44.0,0.0,N,426.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.72,0.0,0.0,0.0,0.0,0.0,0.0,N,3.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4550,5.0,62,44.0,0.0,N,612.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1.04,0.0,0.0,0.0,0.0,0.0,0.0,N,-12.0,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4554,5.0,62,44.0,0.0,,267.0,6144.0,318621148.0,45875878.0,327958.0,997.0,51862.0,,0.72,1.28,1.57,1.7,2.16,1.23,1.23,N,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4578,5.0,62,44.0,0.0,N,1791.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.73,0.0,0.0,0.0,0.0,0.0,0.0,N,127.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4582,5.0,62,44.0,0.0,,888.0,17971.0,936288766.0,161133304.0,2858912.0,1002.0,52099.0,,0.87,1.22,1.47,1.06,1.4,1.21,1.21,,-55.0,-5.8,-105.0,-0.6,30447158.0,3.4,-3387258.0,-2.1,534457.0,23.0,38.0,3.9,1985.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4594,5.0,62,44.0,0.0,,1744.0,26223.0,1686211530.0,454131760.0,6203732.0,1237.0,64304.0,,0.92,0.75,0.68,0.85,0.83,0.91,0.91,,97.0,5.9,691.0,2.7,96862560.0,6.1,22523241.0,5.2,532616.0,9.4,40.0,3.3,2055.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4606,5.0,62,44.0,0.0,,2518.0,60219.0,3325559362.0,379966511.0,6862954.0,1062.0,55224.0,,0.75,1.18,1.38,1.4,1.59,1.16,1.16,,77.0,3.2,-592.0,-1.0,181909751.0,5.8,272561.0,0.1,1994789.0,41.0,68.0,6.8,3528.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4614,5.0,62,44.0,0.0,N,3519.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.73,0.0,0.0,0.0,0.0,0.0,0.0,N,-44.0,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4622,5.0,62,44.0,0.0,N,775.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.86,0.0,0.0,0.0,0.0,0.0,0.0,N,51.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4634,5.0,62,44.0,0.0,,973.0,22103.0,1350327948.0,185078790.0,2718751.0,1175.0,61092.0,,0.89,1.53,2.1,1.85,1.98,1.37,1.37,,-7.0,-0.7,16.0,0.1,83983593.0,6.6,3445557.0,1.9,807666.0,42.3,72.0,6.5,3757.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4652,5.0,62,44.0,0.0,,3495.0,53406.0,3632387487.0,1092522140.0,15864273.0,1308.0,68014.0,,0.76,0.92,1.17,0.97,1.06,1.27,1.27,,290.0,9.0,1031.0,2.0,201165176.0,5.9,116951824.0,12.0,5162989.0,48.2,48.0,3.8,2501.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4654,5.0,62,44.0,0.0,,686.0,21336.0,1007034703.0,106183009.0,3237345.0,908.0,47200.0,,0.64,1.36,1.45,1.11,1.09,1.07,1.07,,-18.0,-2.6,-924.0,-4.2,16856160.0,1.7,5214333.0,5.2,1672519.0,106.9,53.0,6.2,2718.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4666,5.0,62,44.0,0.0,N,403.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.69,0.0,0.0,0.0,0.0,0.0,0.0,N,9.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
